timestamp,trip_id,bus_id,stop_id,lat,lon,speed_kmh,occupancy
2026-02-01 06:00:00,BUS01_20260201_0600,BUS01,S1,7.12,3.33,19.51022686674701,5
2026-02-01 06:04:00,BUS01_20260201_0600,BUS01,S2,7.127272727272727,3.340909090909091,40.55401819895552,11
2026-02-01 06:06:00,BUS01_20260201_0600,BUS01,S3,7.134545454545455,3.351818181818182,46.17821421168491,15
2026-02-01 06:11:00,BUS01_20260201_0600,BUS01,S4,7.141818181818182,3.362727272727273,45.06133238587478,19
2026-02-01 06:16:00,BUS01_20260201_0600,BUS01,S5,7.149090909090909,3.3736363636363635,30.433448756940802,25
2026-02-01 06:21:00,BUS01_20260201_0600,BUS01,S6,7.156363636363636,3.3845454545454547,27.62279577781741,30
2026-02-01 06:24:00,BUS01_20260201_0600,BUS01,S7,7.163636363636364,3.3954545454545455,19.031895729406333,32
2026-02-01 06:28:00,BUS01_20260201_0600,BUS01,S8,7.170909090909091,3.4063636363636367,33.181797615349126,37
2026-02-01 06:32:00,BUS01_20260201_0600,BUS01,S9,7.178181818181819,3.4172727272727275,38.98587337786999,39
2026-02-01 06:35:00,BUS01_20260201_0600,BUS01,S10,7.1854545454545455,3.428181818181818,49.20482355070379,35
2026-02-01 06:38:00,BUS01_20260201_0600,BUS01,S11,7.192727272727273,3.4390909090909094,43.07680880872398,34
2026-02-01 06:41:00,BUS01_20260201_0600,BUS01,S12,7.2,3.45,46.342326413248735,42
2026-02-01 06:20:00,BUS01_20260201_0620,BUS01,S1,7.12,3.33,42.11121971238714,5
2026-02-01 06:24:00,BUS01_20260201_0620,BUS01,S2,7.127272727272727,3.340909090909091,22.19587168122552,11
2026-02-01 06:29:00,BUS01_20260201_0620,BUS01,S3,7.134545454545455,3.351818181818182,29.697725311350737,16
2026-02-01 06:31:00,BUS01_20260201_0620,BUS01,S4,7.141818181818182,3.362727272727273,20.10568297094673,19
2026-02-01 06:33:00,BUS01_20260201_0620,BUS01,S5,7.149090909090909,3.3736363636363635,34.45610939431705,23
2026-02-01 06:36:00,BUS01_20260201_0620,BUS01,S6,7.156363636363636,3.3845454545454547,25.46937894150215,26
2026-02-01 06:38:00,BUS01_20260201_0620,BUS01,S7,7.163636363636364,3.3954545454545455,20.89353708231203,26
2026-02-01 06:42:00,BUS01_20260201_0620,BUS01,S8,7.170909090909091,3.4063636363636367,28.52312362858022,27
